PromptID,Hindi
PO431,"मेरा जीवन अपेक्षाकृत अच्छा हैः मेरे माता - पिता मेरा समर्थन करते हैं ( कम से कम जब सकारात्मक चीजों की बात आती है तो मेरे ग्रेड ठीक हैं ) मेरे दोस्त हैं । और फिर भी मैं लगभग हर महीने आत्महत्या करने के बारे में सोचता हूं । मैं लगभग हर सप्ताह चिकित्सा करने जा रहा हूं । लेकिन हर यात्रा के दौरान मैं कहता हूं कि मैं ठीक कर रहा हूं । आप क्यों पूछ सकते हैं क्योंकि मुझे पता चलने से डर लगता है । मुझे यह भयानक महसूस करने के लिए धोखाधड़ी की तरह महसूस होता है क्योंकि मुझे वास्तव में भयानक महसूस करने का कोई कारण नहीं है । मुझे कभी भी किसी भी चीज़ का पता नहीं चला है और मुझे संदेह है कि मैं कभी भी निराश और घबरा जाता हूं । हर कोई कभी - कभी परेशान महसूस करता है । ठीक है, इसलिए ऐसा कोई तरीका नहीं है जिससे मैं उदास या चिंतित हो सकता हूं क्योंकि मैं अभी भी सामान्य रूप से काम कर रहा हूं । मेरे माता - पिता के समर्थन के बारे में. मुझे वास्तव में नहीं लगता कि वे न तो मेरे दोस्तों को वास्तव में कैसे देख रहे हैं ।

जब मैंने पहली बार अपने घर के शिक्षक को माध्यमिक विद्यालय में अपने स्वयं के नुकसान के बारे में बताया तो वे गुस्से में थे । वे चिंतित नहीं थे । वे गुस्से में थे कि मैं खुद को चोट पहुँचा रहा था । क्योंकि उनके दिमाग में मेरा जीवन ठीक चल रहा था । इससे मुझे उस दिन की याद आती है जब मेरी माँ ने चेस्टर बेनिंगटन की आत्महत्या के बारे में पढ़ा था । उन्होंने मेरी ओर मुड़कर कहाः "" कम से कम उनका बचपन वास्तव में कठिन था । इसके बाद मैंने उनके साथ अपने किसी भी संघर्ष के बारे में कभी बात नहीं की क्योंकि जाहिर है कि उन्होंने यह नहीं सोचा था कि मेरे जीवन में कुछ भी चल रहा है जो उससे कोई सहानुभूति की गारंटी देने के लिए पर्याप्त खराब था । जब मैंने चिकित्सा के लिए जाना शुरू किया और मेरे पिता को अपने चिकित्सक से मिलना पड़ा तो मैंने उनसे पूछा कि वे किस बारे में बात कर रहे थे । उन्होंने मुझसे कहा, "" यह स्पष्ट है कि आप वहाँ जाने के बारे में स्पष्ट रूप से बात कर रहे हैं । ""

मुझे पता है कि यह सिर्फ एक गड़बड़ रही है लेकिन हां, चाहे मैं कितना भी भयानक महसूस करूं, मुझे नहीं लगता कि मैं चिकित्सा के लायक हूं । क्योंकि वहाँ बहुत से लोग हैं जो मुझसे भी बदतर महसूस कर रहे हैं - जो खुद को बिस्तर से बाहर नहीं निकाल सकते हैं या खुद की देखभाल नहीं कर सकते हैं । मैं अभी भी एक बहुत ही सामान्य जीवन जी रहा हूं - आत्महत्या के विचारों और लगभग निरंतर आत्म - घृणा के अलावा जो मुझे अपने दोस्तों के साथ घूमने या नए लोगों से मिलने का प्रयास करने से रोकती है । मुझे उन लोगों से ईर्ष्या होती है जिनके पास खुद को खुश करने की ऊर्जा और साहस है - क्योंकि मैं खुद को कभी भी एक खुशहाल जीवन जीने के बारे में नहीं सोच सकता । लेकिन मैं भी एक रूट में नहीं फंस गया हूं । मैं अब कोई सुसंगत विचार नहीं बना सकता हूं, इसलिए मैं यहाँ रुकूंगा, पढ़ने के लिए धन्यवाद ।"
PO432,"मैं एक पब्लिक स्कूल में स्थानांतरित होने के बारे में सोच रहा हूं - पिछले एक साल से किसी को नहीं देखने और ऐसे निर्णय लेने के कारण मेरी चिंता का स्तर चरम पर है जिसके परिणामस्वरूप पुराने दोस्त मुझसे नफरत करते हैं । मुझे नहीं लगता कि मैं अपने सबसे अच्छे दोस्त के बिना हाई स्कूल के अपने जूनियर वर्ष से गुजर पाऊंगा ( वह अगले साल जा रही हैः ) - मेरे परिवार की वित्तीय स्थिति सबसे अच्छी नहीं है ( मान लीजिए कि वह और मैं बोझ की तरह महसूस नहीं करना चाहता क्योंकि मेरा ट्यूशन महंगा है ) - कभी - कभी मेरे दोस्त दोस्तों की तरह महसूस नहीं करते हैं अगर यह समझ में आता है तो वे वास्तव में चीजों को गंभीरता से नहीं लेते हैं और मैं एक प्रकार का व्यक्ति हूं जिसे ऐसे दोस्तों की आवश्यकता होती है जो हर समय हंसने के बजाय उनके लिए वहाँ होंगे । ऐसा करने वाला एकमात्र व्यक्ति है जो ऐसा करता है ।

- मेरे पुराने प्राथमिक विद्यालय के दोस्त हैं जो पब्लिक हाई स्कूल में पढ़ते हैं और कहते हैं कि हमारे अच्छे संबंध हैं. मुझे बस फिर से अजीब अवस्था से गुजरना होगा. मैं पिछले एक साल से इसके बारे में सोच रहा हूं और मैं एक सार्वजनिक स्कूल में स्थानांतरित होने के लिए कहना चाहता हूं लेकिन मुझे नहीं पता.. वे कहते हैं कि जूनियर वर्ष सबसे कठिन है. क्या यह संक्रमण चीजों को और भी कठिन बना देगा [ सीधे एक छात्र और कुछ क्लबों में ] और मेरे माता - पिता चाहते हैं कि मैं प्रयास करूं. वे सोचते हैं कि अगर मैं एक महान निजी स्कूल में जाता हूं तो मैं अधिक सफल हो जाऊंगा लेकिन ईमानदारी से मुझे लगता है कि यह सब इस बात पर निर्भर करता है कि मैं किसी भी वातावरण में कैसे करता हूं मुझे नहीं पता कि मुझे लगता है कि मेरा मानसिक स्वास्थ्य उस वातावरण में बेहतर होगा लेकिन मुझे इसका पछतावा नहीं है ।"
PO433,"मुझे इस पोस्ट को शुरू करने में बहुत परेशानी हुई । मुझे कैसे शुरू करना चाहिए । मैं क्या कहूंगा और कौन सा क्रम । मुझे लगता है कि मुझे आप लोगों के साथ पूरी तरह से ईमानदार होना चाहिए, लेकिन इससे पहले कि हम शुरू करें । मैं स्पष्ट करना चाहूंगा कि मैं सहानुभूति या कर्म प्राप्त नहीं करना चाहता हूं । मैं केवल अपने और यहां अन्य लोगों के प्रति सच्चा रहना चाहता हूं । कई यादें मुझे परेशान करती हैं । स्कूल के शुरुआती वर्षों में पाइनकोन द्वारा फेंका जाना, अलग - थलग पड़ना और मेरे बचपन के एक अच्छे हिस्से के लिए एक जोकर की तरह व्यवहार किया जाना, जबकि मैं किसी से भी चिपक जाता था, जब मैं हर शनिवार को अपने पिता को चिल्लाता और मुझसे पूछताछ करता था । एक कार द्वारा मारा जाना और मेरे पैर को सोने के लिए खुद को रोने की लगातार रातों को तोड़ना । नए साल का लगभग मानसिक रूप से टूटने वाला तनाव जो कि मैं अपने अवसाद को मानता हूं और मेरे पिता के साथ आधे परिवार द्वारा अंतिम रूप से त्याग दिया जाना था ।

इनमें से कुछ यादें मुझे शारीरिक पीड़ा भी देती हैं जब मैं उन्हें याद करता हूं । मैं किसी भी खिंचाव से आत्महत्या नहीं करता हूं और न ही मैं खुद को नुकसान पहुंचाता हूं, लेकिन मुझे लगता है कि अगर मैं कल मर जाता तो केवल एक चीज के बारे में मुझे दुख होता है कि मैं अपनी माँ की भावनाओं के बारे में दुखी होता हूं । मुझे वास्तविकता के लिए मुश्किल से आधार महसूस होता है जैसे कि मैं एक भूत हूं । मेरे कोई लगातार दोस्त ऑनलाइन नहीं हैं - कोई समूह नहीं - कोई लोग नहीं हैं । आईआरएल मेरे केवल 2 दोस्त हैं और उन्होंने पूरे वर्षों में मेरी बहुत सेवा की है । उनके बिना मैं शायद अपनी बाल्टी को लात मारता । ऐसा लगता है कि पिछले वर्षों में यह एक सपने के रूप में एक धुंधला चेहरा होने के अलावा और कुछ नहीं रहा है । मुझे आश्चर्य नहीं होगा अगर यह केवल एक सस्ता अनुकरण है, हालांकि ऐसा होने की संभावना काफी कम है और शायद ऐसा नहीं है ।

अपनी मानसिक स्थिति का वर्णन करना मुश्किल है. मैं कुछ दिनों में आशावादी और साहस से भरे एक व्यक्ति के रूप में जा सकता हूं. मुझे लगता है कि कोई मेरी आंखों के पीछे दब रहा है और मेरे दिल को निचोड़ रहा है. मुझे कभी - कभी अवसाद महसूस होता है, हालांकि वास्तव में यह देखने की हिम्मत नहीं है कि क्या मेरे पास वास्तव में ऐसा नहीं है... अगर मैं ऐसा नहीं करता हूं तो मुझे वास्तव में नहीं लगता कि मैं अब और स्वस्थ महसूस करूंगा. शायद यह सिर्फ किशोर हार्मोन है. लेकिन मैंने इससे पहले भी ऐसा महसूस किया है. मुझे इसका मुकाबला करना है केवल एक चीज निश्चित रूप से खरपतवार है जिसका मैं संयम में उपयोग करता हूं. मैं अब शायद ही रोता हूं कि मैं इतना असंवेदनशील हो गया हूं या कम से कम उतना ही अच्छा है जितना मैं इसे रख सकता हूं ।

इंटरनेट के अलावा मेरा कोई ध्यान भटकने का काम नहीं है और न ही कोई रास्ता है । मुझे खेल और अन्य चीजों जैसी शारीरिक चीजों के लिए कोई लगाव है और न ही कोई अन्य समूह जहां मुझे सामाजिक होना है । हालांकि मैंने पिछले एक साल में अपने व्यक्तित्व में सुधार किया है और काफी कुछ बात की है । मुझे व्यावहारिक रूप से कोई प्रेरणा नहीं है और मैं अपने कमरे में बंद होकर और इंटरनेट पर रहकर अपनी समस्याओं से बचता हूं । मुझे केवल एक ही उम्मीद है । मैं अपने स्कूल पार्षद से बात करने और किसी चिकित्सा पेशेवर से कुछ निदान करने के लिए कहने का साहस कर रहा हूं ताकि मैं कम से कम यह समझ सकूं कि मैं क्या लड़ रहा हूं । लेकिन मुझे चिकित्सा या उनमें से किसी भी चीज़ की कोई उम्मीद नहीं है । मेरी माँ ने मुझे कनाडा सरकार के माध्यम से मुफ्त में इसे प्राप्त करने की कोशिश की है ताकि कोई लाभ न हो । इसलिए हम विशेष रूप से कोविड चिकित्सा के साथ कोई जोखिम नहीं उठा सकते हैं ।

भजन संहिताः इस सबरेडिट पर आने वाले किसी भी व्यक्ति के लिए जो मानसिक सहायता प्राप्त करने के लिए आ सकता है और शायद मेरे पद पर गिर पड़ सकता है, मेरे स्वभाव से दुखी न हों । जितना हो सके उतना मजबूत और अच्छा खड़े रहें और कल तक इसे पूरा करने के लिए जो कुछ भी आप कर सकते हैं करें ।"
PO434,"मैं केवल 15 साल का हूँ लेकिन मुझे अब वर्षों से संघर्ष करना पड़ा है । मेरे माता - पिता बहुत लड़ते थे जब मैं छोटा था ( शायद तब से जब मैं 8 और 13 साल का था ) । मुझे याद है कि जब वे लड़ रहे थे तो मुझे अपने छोटे भाई के माता - पिता के रूप में काम करना पड़ता था क्योंकि मेरे माता - पिता मेरे या मेरे भाई के लिए वहाँ होने से बहुत परेशान थे । एक बार मुझे याद है कि हम कहीं गाड़ी चला रहे थे । लेकिन मेरे माता - पिता में लड़ाई हो गई और मेरे पिता ने अचानक कार रोक दी । वह बाहर गया और हमसे कहा कि वह एक कार को उसके ऊपर से गुजरने देगा - भले ही ऐसा नहीं हुआ हो और शायद नहीं जा रहा था । मैं भी कार से बाहर भाग गया और उससे कहा कि अगर वह ऐसा करता तो मैं भी ऐसा करता । मेरे माता - पिता उसके बाद भी थोड़ा शांत हो गए लेकिन मेरी माँ अभी भी रो रही थी । हम एक रेस्तरां जा रहे थे और हम सभी ठीक थे और हम सभी को सांत्वना दे रहे थे । वह मेरे पिता के जीवन के सबसे बुरे क्षण थे । शायद मेरे पिता मेरे 12 साल के थे ।

मेरे माता - पिता ने वास्तव में उस समय बहुत अधिक संघर्ष किया । जब मुझे खाने का विकार हुआ तो उन्होंने थोड़ा और लड़ना बंद कर दिया । ( 2 साल पहले मैं 13 साल का था ) मेरे माता - पिता ने वास्तव में बड़े होने के लिए बहुत संघर्ष किया और मुझे कई बार माता - पिता की भूमिका निभानी पड़ी । अब मैं सिर्फ चिल्लाने और लड़ने के लिए सुन्न हो गया हूं । मैं अब चिल्लाने पर कड़ी प्रतिक्रिया नहीं देता हूं । मैं अपनी भावनाओं को एक तरफ धकेलता हूं और मुझे विश्वास है कि यह उन वर्षों के दौरान मैंने जो अनुभव किया है, उसके कारण हो सकता है । मुझे यकीन नहीं है कि मैं इसे ज़्यादा सोच रहा हूं । मुझे अभी कुछ चिंता के गुस्से के मुद्दों और अवसाद से जूझना पड़ रहा है, लेकिन यह मेरे माता - पिता के लड़ने के कारण नहीं है । यह सिर्फ एक अत्यधिक नाटकीय कुत्ता हो सकता है । मुझे नहीं पता । साइड नोटः अगर मैंने यह कहीं भी लिखा तो मैं अपने माता - पिता के लिए एक चूत की तरह काम करता हूं और मुझे यकीन है कि वे मुझे स्कूल जाना पसंद नहीं करते हैं ।"
PO435,"जब तक मुझे याद है तब तक मैं मानसिक स्वास्थ्य के साथ संघर्ष कर रहा था । जब मैं एक बहुत छोटा बच्चा था, मेरे पिता ने अपने भाइयों और मुझे चिकित्सा में रखा था । मैं कई वर्षों से अपनी माँ के शराब पीने और हमारे जीवन से गायब होने से निपटने में हमारी मदद करने के लिए सोच रहा हूं । पिछले 20 वर्षों में मैंने असंख्य चिकित्सक देखे हैं जो हर मनोवैज्ञानिक दवा के बारे में लिए गए हैं, जिन्हें कम से कम 12 बार अस्पताल में भर्ती कराया गया है । मैंने इनपेशेंट के साथ - साथ गहन आउट पेशेंट रासायनिक निर्भरता उपचार भी किया है । साथ ही साथ कई वर्षों में कई गहन आउट पेशेंट मानसिक स्वास्थ्य कौशल समूहों में भाग लिया है, जिनमें डीबीटी सीबीटी का सामना करने का कौशल आदि शामिल हैं । मैं भी पिछले कुछ वर्षों से अलग - अलग निदानों के तहत रहा हूं । द्विध्रुवी सीमा रेखा व्यक्तित्व ने अवसाद प्रतिरोधी याड़ा याड़ा याड़ा सामान्यीकृत चिंता सामाजिक चिंता उपचार किया है ।

कुछ भी वास्तव में कभी काम नहीं किया है. मैंने कुछ समय के लिए बेहतर महसूस किया है लेकिन यह वास्तव में कभी भी किसी भी महत्वपूर्ण समय के लिए नहीं चला है । हर बार जब मैं बेहतर महसूस करने लगता हूं तो मुझे विश्वास होता है कि मुझे वह मिल गया है जो कुछ भी था और मेरा जीवन आखिरकार अच्छा होने वाला था । यह हमेशा चला जाता है । मैं इस विशेष डुबकी के साथ विशेष रूप से झुक गया हूं क्योंकि मैं अब 35 साल का हूं और यह विश्वास करने लगा हूं कि कुछ भी बेहतर नहीं होने वाला है ।

क्या यहाँ कोई ऐसी ही कहानी साझा करता है और गंभीर परिवर्तन को प्रभावित करने के लिए कुछ करने में सक्षम है, मुझे विश्वास है कि केवल एक छोटी सी चीज की मुझे कमी है और मैं जल्द ही यह पता लगा लूंगा कि सामान्य लोगों की तरह होने में क्या लगता है, जिन्हें दिन भर इसे पूरा करने के लिए दाँत और नाखून नहीं लड़ना पड़ता है । उम्मीद है कि किसी के पास जवाब या कम से कम सभ्य सुझाव या चालें हैं । मैं वर्षों से इतनी मेहनत करने और कुछ भी बदलाव नहीं होने से बहुत निराश हूं । यदि आपके पास साझा करने के लिए कुछ है तो पहले से ही धन्यवाद ।"
PO436,"मेरा जीवन एक भयानक अनुभव था । एक चीज जिसके लिए मैं आभारी हूं वह है रचनात्मक दिमाग और कलात्मक प्रतिभा का आशीर्वाद प्राप्त करना, लेकिन यह मेरे दिमाग में दृश्यों को इतना दर्दनाक और जीवंत बनाता है । जैसे - जैसे मैं बड़ा होता जाता हूं, मुझे पता चलता है कि जो चीजें मेरे साथ हुई हैं वे सामान्य नहीं हैं जैसे कि यौन शोषण और 7 साल की उम्र में अकेले रहना । 8 साल की उम्र में मुझे कभी पता नहीं था कि मेरी माँ खुद को मारना चाहती हैं या माँ और डैडी अब एक साथ क्यों नहीं रहते हैं । उसे कभी पता नहीं था कि उसके चाचा ने उसे उस तरह से क्यों छुआ जैसे उसने किया था । और अपनी आत्मा से मासूमियत को फाड़ दिया । 8 साल की मुझे कभी पता नहीं था कि उसकी माँ उसके लिए बिस्तर नहीं ले सकती थी और यही कारण था कि उन्हें एक साथ सोना पड़ा । या उसके कपड़े कभी नए क्यों नहीं थे और हमेशा दूसरे हाथ की दुकान से आए थे । माँ मेरे लिए डायपर का खर्च वहन नहीं कर सकती थी और उसने कभी भी अपने पिता के पीछे क्या दुर्व्यवहार किया था ।

वह कभी नहीं जानती थी कि उसका चचेरा भाई उसे छूने के लिए क्यों आता था । लेकिन यह केवल सामान्य था । ठीक है, दस साल पहले मैं जो छोटी लड़की थी वह ऐसी महिला बन गई थी जिसे वह समझ भी नहीं पाती थी । जब भी मैं उसे अपने दिमाग में देखता हूं तो मैं मदद नहीं कर सकता लेकिन रोता हूं । यह कभी भी अपने सौतेले पिता की शराब की समस्याओं के कारण अपने दरवाजे बंद करने के साथ समाप्त नहीं होता है । मुझे समर्थन की आवश्यकता होती है क्योंकि मैं फिर से खुद को नुकसान नहीं पहुँचा सकता । मैं इतना अच्छा कर रहा हूं और मैं आठ महीने से साफ - सुथरा हूं । लेकिन यह वर्तमान में एक लड़ाई है । यह सब सामान्य नहीं है । ठीक है ।"
PO437,"मैं इस व्यक्ति के साथ लगभग 4 साल से दोस्ती कर रहा हूं और वह वास्तव में एक चतुर और अच्छा व्यक्ति है । उसका बचपन बहुत बुरा रहा है । उसके माता - पिता दोनों जेल में और बाहर नशीली दवाओं के आदी थे । उसकी माँ ने उसे 2 साल की उम्र से ही खून से पीटा । उसकी दादी भावनात्मक रूप से अपमानजनक है । उसके चाचा एक नव - नाज़ी नशीली दवाओं के व्यापारी हैं । वह घर से भाग गए और लगभग 2 हफ्तों तक बेघर थे । आखिरकार उसे एक ऐसे कार्यक्रम में नामांकित किया गया था जिसमें बेघर किशोर रहते हैं । उसने मुझे बताया कि वह अपनी माँ दादी और बड़े भाई की हत्या करना चाहता था । उसने मुझे बताया कि वह लगभग 6 साल से जीवन में अपना मुख्य लक्ष्य था । मैं समझता हूं कि वह कहाँ से आ रहा है लेकिन मैं उसके लिए सबसे अच्छा चाहता हूं और मुझे नहीं लगता कि हिंसक आग्रह करना ही जवाब है । उसके माता - पिता भयानक लोग हैं और मुझे डर है कि अगर वह उन्हें अंत में नरक में छोड़ देता है ।

मैंने उससे इस बारे में बात करने की कोशिश की है लेकिन उसने मुझे बताया कि उसका मन बना हुआ है और चाहे मैंने जो भी कहा वह अभी भी अपनी योजनाओं से गुजरेगा । मुझे पता है कि वह एक अच्छा और चतुर व्यक्ति है जिसे जन्म के समय एक भयानक वातावरण में फेंक दिया गया था । मैं उसे हिंसा के उस चक्र में नहीं देखना चाहता जिसके कारण उसे शुरू में इतना दर्द और आघात हुआ । मैं उसे अपने माता - पिता की तरह अंत में नहीं देखना चाहता और मुझे डर है कि वह ऐसा करेगा ।"
PO438,"आपको क्या करना चाहिए जब आप अभी और नहीं कर सकते हैं, मैं बचपन से ही अपने अवसाद से जूझ रहा हूं और अभी मैं थक गया हूं । मैं हाल ही में एक और अवसादग्रस्तता की घटना में चला गया हूं जिससे मैं काम करने में असमर्थ हो जाता हूं - अपनी देखभाल करना और घर छोड़ना । मेरी अपंगता की चिंता से मैं मदद मांगने में असमर्थ हो जाता हूं - एक डॉक्टर को कॉल करना जो मेरे पास नहीं है या अस्पताल जाना है ।

यह स्थिति अब लगभग हर दो महीने में आती है और बस अधिक से अधिक हो रही है । मैं अब और ऐसा नहीं कर सकता । मैं हमेशा इस अर्थ में आत्महत्या करता रहा हूं कि काश मैं मर जाता, लेकिन मेरे माता - पिता के जीवित होने के कारण कभी भी आगे नहीं बढ़ सकता था, लेकिन अब ऐसा लगता है कि मेरा पूरा परिवार देश के दूसरी तरफ क्यों नहीं रहता है और हम शायद ही कभी बात करते हैं ( मेरी चिंता और खुद को अलग - थलग करने और लोगों को दूर धकेलने की प्रवृत्ति के कारण ) । मेरे कोई दोस्त नहीं हैं जो सहकर्मी नहीं हैं और सच कहा जा सकता है कि अगर मैंने अपने वर्तमान नौकरी के स्थान पर काम करना बंद कर दिया तो मैं उन्हें भी दूर धकेल दूंगा । हां, मैं दवा ले रहा हूं, लेकिन यह वास्तव में मदद नहीं करता है कि यह कभी हुआ या नहीं । मैं वास्तव में मदद करने के लिए एक डॉक्टर नहीं ले पा रहा हूं ।

इसलिए यहाँ मैं अपनी रस्सी के अंत में इस पोस्ट को रेडिट पर लिख रहा हूँ और मुझे यकीन नहीं है कि क्यों. मुझे लगता है कि मैंने स्वीकार कर लिया है कि एकमात्र तार्किक विकल्प है खुद को मारना और इसे पूरा करना । शाश्वत शून्यता मुझे आनंद की तरह लगता है । अगर मैं मर जाता तो मेरे नियोक्ता को मेरे जूते भरने के लिए दूसरा मिलता और कोई ऐसा होता जो लगातार नौकरी पर टूट नहीं पाता । उनके लिए कम तनाव. मैं अपने परिवार में मुश्किल से मौजूद हूं. सोचने के लिए एक कम व्यक्ति ।"
PO439,"मेरी आनुवंशिकी मानसिक बीमारी से भरी हुई है । मेरे पिता ने मेरे जन्म से ठीक एक महीने पहले अपने भाई को आत्महत्या करने के लिए खो दिया था । वह 23 साल के थे । मेरी माँ एक शराबी हैं और वर्षों से द्विध्रुवी रोग का पता चला है, लेकिन उनका मामला मुझसे कहीं अधिक खराब है । उन्हें मनोविकृति के चरम प्रकरणों का अनुभव होता है और कभी - कभी उन्हें इतना भ्रम होता है कि उन्हें लगता है कि मेरे पिता उसे मारने के लिए बाहर गए थे । जब मैं 16 साल का था तो मुझे उसके पर्स में कसाई का चाकू मिला । मैं अब 29 साल का हूं और चार भाई - बहनों में से एक हूं । मैं सबसे बड़ा हूं जिसका मतलब है कि मैंने बड़े होने वाली चीजों का बोझ उठाया - अपने छोटे भाई - बहनों को पालने में मदद करना जब मेरी माँ शराब पी रही थी या मानसिक अस्पताल में थी और जबकि मेरे पिता ने मेरे परिवार के लिए सबसे निस्वार्थ और मेहनती आदमी के रूप में मुझे पता था । किसी तरह मेरे भाई - बहन ठीक हो गए और हम सभी बहुत आभारी हैं ।

मजेदार बात यह है कि मैं किसी चीज को नहीं बदलना चाहता । मेरे संघर्षों ने मुझे आकार दिया है और मैं एक मजबूत और अधिक पूर्ण व्यक्ति हूं क्योंकि मैं जिस स्थिति से गुजरा हूं । हालाँकि, केवल मेरे बहुत करीबी दोस्त और परिवार वाले ही मेरे बारे में इस तथ्य को जानते हैं । ऐसा लगता है कि मैं अपने एक बड़े हिस्से को गुप्त रख रहा हूं और मैं लंबे समय से खुलकर अपने वास्तविक आत्म को सभी के साथ साझा करता हूं । मैं इस कलंक को समाप्त करने में मदद करना चाहता हूं लेकिन मुझे पता है कि मुझे पहले खुद इसे अपनाना है । यह पहला कदम है ।"
PO440,यह बचपन से ऐसा ही रहा है । मैं इसे अब और संभाल नहीं सकती क्योंकि मैं लगातार टूटती रहती हूं । मैं अब खुश नहीं लग रही हूं और ऐसा लगता है कि मैं अपने माता - पिता का घर छोड़कर कहीं जाना चाहती हूं । मेरी माँ हमेशा मुझ पर और मेरे भाई - बहनों पर भी चिल्लाती हैं । यह सिर्फ किसी के लिए भी तनाव पैदा करता है जो मुझे बहुत प्रभावित करता है । मैं सिर्फ एक शांतिपूर्ण जीवन जीना चाहती हूं और एक महान परिवार रखना चाहती हूं । लेकिन इसकी वास्तविकता इसलिए मदद करने के लिए बहुत कुछ नहीं है ।
PO441,मैं अपने पूरे जीवन के लिए अवसाद से जूझती हूं - यहां तक कि अपने बचपन पर भी जिस पर कुछ लोगों के लिए विश्वास करना वास्तव में मुश्किल है । इस वजह से मुझे लगता है कि मुझे कभी भी बच्चा नहीं होना पड़ा और वास्तव में अपने जीवन का आनंद लेना नहीं मिला । मेरे हाल के अतीत की सभी सुखद यादें मेरे मानसिक स्वास्थ्य के मुद्दों पर छा गई हैं । मैंने वास्तव में लंबे समय से यह भी महसूस किया है कि मैं या तो अपनी समस्याओं के कारण या इसलिए कि मैं ट्रांस हूं या क्योंकि मैं डिस्लेक्सिया के कारण दूसरों की तरह नहीं सोचती हूं । कुछ हफ्ते पहले जब मैंने ट्रेवर सपोर्ट लाइन को संदेश भेजना समाप्त किया तो सब कुछ एक तरह से हो गया - जो वास्तव में अच्छा है । मैं स्कूल में था और ऐसा लगा कि कुछ भी सही नहीं था और कुछ भी सही नहीं था । मेरा दोस्त हाल ही में मानसिक अस्पताल गया और कुछ दिनों में मुझे लगता है कि मैं भी वहाँ से हूँ ।
